file,main_full,discipline,private_vb,that_del,contract,vb_present,pro_2,do_pro,pro_dem,emphatic,pro_1,pro_it,vb_be,sub_conj_caus,disc_particle,pro_nom,hedge,amplifr,wh_ques,mod_poss,coord_conj_cls,wh_cls,prep_final,nn_all,prep.x,jj_attr,vb_past,pro_3,vb_perfect,vb_public,wh_rel_obj,wh_rel_subj,wh_rel_pipe,coord_conj_phrs,nn_nom,adv_time,adv_place,adv,infinitive,mod_pred,vb_suasive,sub_conj_cond,mod_necess,split_aux,conj_advl,passive_short,passive_by,passive_postnom,sub_conj_othr,th_vb,adv_down,jj_pred,mod_all,conj_all,passive_all,wh_all,wh_rel_all,jj_all,pro_all,vb_have,vb_all,vb_progress,that_rel,wh_comm_vb,wh_att_vb,wh_fact_vb,wh_likely_vb,comm_vb_other,att_vb_other,fact_vb_other,likely_vb_other,jj_att_pred,jj_epist_pred,jj_att_other,jj_epist_other,nn_stance_pp,det_nn_stance,nn_stance_other,all_indef_art,all_def_art,nn_stance_new,nn_common,nn_proper,nn_premod,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,th_vb_comm,th_vb_att,th_vb_fact,th_vb_likely,th_jj_att,th_jj_fact,th_jj_likely,th_nn_nonfact,th_nn_att,th_nn_fact,th_nn_likely,to_vb_speech,to_vb_mental,to_vb_desire,to_vb_effort,to_vb_prob,to_jj_certain,to_jj_able,to_jj_affect,to_jj_ease,to_jj_eval,to_nn_stance_all,advl_nonfact,advl_att,advl_fact,advl_likely,X129,th_vb_stance_all,th_jj_stance_all,th_nn_stance_all,th_stange_all,to_vb_stance_all,to_jj_stance_all,to_stance_all,advl_stance_all,ipv_act,tpv_act,tpv_mental,tpv_mental_1,ipv_occur,pv_copular,pv_aspect,nn_human,nn_process,nn_cog,nn_abstact,nn_concrete,nn_technical,nn_quant,nn_place,nn_group,jj_size,jj_time,jj_color,jj_eval,jj_relation,jj_topic,vb_act,vb_comm,vb_mental,vb_cause,vb_occur,vb_exist,vb_aspect,X180,dim_1,dim_2,dim_3,dim_4,dim_5,tt_ratio,word_length,word_count,genitive_of,genitive_s,atrb,premod,subordinator,common_vcc,ncommon_vcc,wh_vcc,to_vcc,ing_vcc,advl,post_nom,NCC,NFNCC,jcmp_that,jcmp_to,it_extra,it_to
lrlsmdup188t04,to give a procedural recount,LS,10.9,0.6,0,62.4,0.6,0,0,1.2,0,6.1,0,0.6,0,0,0,1.2,0.6,0.6,4.2,0.6,0,370.3,161.8,44.2,17.6,4.2,2.4,4.2,1.8,1.8,0,1.2,82.4,1.2,1.8,13.3,6.7,1.8,0,4.2,2.4,3,1.8,15.8,1.8,4.2,0,9.7,5.5,7.3,4.8,10.3,21.8,1.2,3.6,64.2,4.8,4.8,97,6.7,1.2,0.6,0.6,0,0,4.8,3.6,10.3,9.7,0,2.4,11.5,1.8,0.6,1.8,4.8,17.6,78.2,10.3,275.2,10.9,72.1,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,4.2,1.8,0,0.6,0,0,0,1.2,0,0,0.6,0,1.2,0.6,0,0,0,0,0,0,0,0,0,0.6,0,7.9,0.6,1.2,9.7,2.4,0,2.4,0.6,0,0,0.6,0,0,0,0,1.8,27.3,11.5,17.6,15.2,36.4,13.3,5.5,0,0,0,0,1.2,7.3,1.8,15.8,4.8,14.5,1.2,1.8,2.4,1.2,0,-22.75,-3.71,7.49,-1.88,2.66,31.8,5,1650,43.64,0,44.85,68.48,2.42,2.42,7.27,0,2.42,0,2.42,4.24,1.21,0,0.61,1.82,0,1.21
lrlsmdup206t01,to argue,LS,9.2,0,0,81,0,1,2.4,1,7.8,13.1,1.5,0.5,0,1.5,0,0.5,0,14.1,1,0,0,329.1,126,49,4.8,3.9,3.4,3.4,0.5,5.3,0.5,1.9,77.1,3.4,2.4,27.6,13.1,0,0,4.4,3.4,1.5,6.3,10.7,1,1,5.3,3.9,1.5,11.1,17.5,13.1,12.6,0,6.3,80,11.6,4.8,106.6,9.2,0,0,0,0,1.5,4.4,1.9,10.2,7.8,1.5,3.4,6.3,0.5,2.9,9.2,3.4,19.4,88.2,9.2,210.9,36.4,46.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,1.5,1,1.5,0,0,0,0,0,0,0,0,0,0,2.4,0.5,0,0,0,0,0,0,1,0,1,0,0,6.3,0,0,6.3,2.9,0,2.9,1.9,0.5,0,0,0,0,0,0,2.4,25.2,17.5,19.4,6.8,13.6,18.4,4.8,0,1.9,0,0,0,5.8,0,20.4,1.9,10.2,1.5,2.4,2.9,0,0,-16,-4.12,7.18,-2.42,2.99,29.3,5,2063,23.27,0,46.53,37.32,3.88,0,3.88,0,4.36,0,8.73,6.3,0,0,0,1.45,0,4.36
lrlsmdup44t01,to give a procedural recount,LS,4.6,0.8,0,58.4,0,0,2.3,4.6,0,16.9,3.8,0.8,0,0.8,0,0.8,0,5.4,3.1,0,1.5,301.3,117.6,43.8,33.1,2.3,0.8,1.5,0.8,4.6,0,1.5,58.4,7.7,2.3,25.4,23.1,0.8,0.8,0.8,4.6,0.8,8.5,16.9,2.3,5.4,6.9,2.3,0,12.3,10.8,13.1,24.6,0,5.4,70.7,2.3,3.8,119.9,4.6,0.8,0,0,0,0,4.6,1.5,0.8,3.8,0.8,3.8,13.1,0,0,4.6,0.8,10.8,97.6,5.4,218.3,20,54.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0.8,2.3,0,0,0,0,0,0.8,0,0,0,2.3,0.8,0,0,0,0,0,0.8,1.5,1.5,0,0,0.8,0,5.4,0,0.8,6.1,3.1,0.8,5.4,2.3,0.8,0,0,0,0,0,0,3.1,25.4,5.4,13.1,16.9,14.6,13.1,0.8,5.4,3.1,0,1.5,0.8,0.8,1.5,26.9,2.3,10,0,5.4,4.6,1.5,0,-15.48,-4.11,4.04,-3.32,7.73,31,4.8,1301,8.46,0,43.04,46.89,3.84,0,2.31,0,4.61,0,6.92,9.22,0.77,1.54,0,1.54,0,6.15
lrlsmdup44t02,to give a procedural recount,LS,5.5,0.5,0,52.4,0,0,2.7,10.9,0,9.6,1.4,1.8,0,1.4,0,0.5,0,7.8,4.6,0,0,321.5,126.8,54.3,28.3,1.8,1.8,2.7,0.9,1.8,0,2.7,69.3,2.3,1.4,21,16,0.5,1.4,1.8,1.4,1.4,4.1,21.9,1.8,5,5.9,2.3,0.5,12.8,9.6,16.9,28.7,0,2.7,83.4,1.8,1.4,108.5,5.9,0.5,0,0,0.5,0,4.1,3.6,8.7,16,2.3,3.2,14.6,1.8,1.4,2.3,1.4,15,86.2,5.5,228.9,16.4,70.2,0,0,0,0.9,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,2.3,0.5,0,0,0,0,0,0,0,0,0,0.5,2.7,0,0,0,0,0,0.5,0,1.8,0,0.9,0.5,0,5.5,0,0,5.5,3.2,0.5,3.6,3.2,0,0,0,0,0,0,0,0.5,31.5,3.2,19.6,32.4,23.7,7.8,3.6,0.5,5.5,0,0.5,1.4,3.6,1.4,23.7,1.4,18.7,3.2,2.3,0.9,0.9,0,-16.21,-3.86,6,-4.03,5.28,31.8,5,2193,25.99,0,51.53,58.82,4.1,0.91,1.37,0,3.65,0,8.66,8.21,0,0,0,4.1,0.46,2.74
lrlsmdup80t03,to give a procedural recount,LS,4.8,0,0,42,0,0.5,1.1,3.2,0.5,16.2,1.1,0.5,0,0.5,0,1.6,0,3.8,4.8,0,0,341.4,148.6,68.4,25.8,2.7,2.2,0.5,0.5,2.7,0,1.6,78.1,3.8,0,23.2,7.5,0.5,0.5,0,2.2,2.7,3.2,21.5,0.5,4.3,2.2,4.3,0.5,4.8,6.5,9.2,26.4,0,3.2,89.4,3.2,1.1,88.9,6.5,1.1,0,0,0,0,2.7,4.3,11.3,1.1,1.6,2.7,9.7,2.7,1.6,1.6,3.8,16.2,70.5,7,210.6,39.8,57.1,0.5,0,0,1.1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0.5,0.5,0,0,0,0,0,0,0.5,0,0,0,0,1.1,0,0,0,0,0,0,0,2.2,0,0,0,0,3.2,0,0.5,3.8,1.1,0,1.1,2.2,0,0,0,0,0,0,0,0.5,22.6,4.8,25.3,14,9.7,8.1,1.1,1.1,2.2,0,0.5,0.5,1.6,3.8,14,2.7,13.5,4.3,1.6,4.8,1.1,0,-21.63,-4.24,6.26,-4.2,3.46,27.5,4.9,1857,32.31,0,67.31,50.08,2.15,0.54,3.77,0,2.15,0,7.54,7,0.54,0,0,1.08,0,1.62
lrlsnoup153t01,to give a procedural recount,LS,5.2,0.9,0,38.6,0,0.5,0.9,8.9,9.9,2.8,2.4,0,0,0.5,0,0.5,0,4.2,3.8,0,0,412,108.8,80,34.4,3.3,4.7,4.2,1.4,2.4,0.5,0.9,98.4,1.4,4.2,25.9,9.4,1.4,1.4,0.5,0.5,3.3,9.9,17.4,2.4,4.2,1.9,5.6,0.5,3.8,6.1,7.1,24,0,4.2,96,13.2,0.5,99.8,5.6,1.9,0,0,0,0.5,16,1.4,8.9,9.9,2.4,0.5,12.2,3.3,1.4,0.5,2.8,10.8,45.7,4.2,240.6,65.4,83.3,0,0,0,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,1.9,2.8,0,0,0,0,0,0.5,0.9,0.5,0.9,0.5,0.9,0.5,0,0,0,0,0,0.5,1.4,0,0,0,0,8.5,0,1.4,9.9,3.3,0,3.8,1.4,0,0,0,0,0,0,0,9.4,24.5,7.1,15.5,6.6,15.1,1.4,1.4,0,2.8,1.4,0,0.5,12.7,1.9,19.8,1.9,14.6,2.4,0.9,4.7,0,0,-24.58,-2.76,7.47,-4.06,8.37,31.3,5.4,2124,20.72,0,79.1,67.8,1.88,0.94,4.71,0,3.77,0,11.3,11.77,1.41,0.47,0,0.47,0,0.47
lrlsnoup154t01,to give a procedural recount,LS,5.5,1.1,0,76.2,0,0.5,7.7,1.1,0,5.5,2.2,3.8,0,2.2,0,1.1,0,14.8,9.3,0,0,372.5,111.4,62.5,18.7,6.6,4.4,1.1,2.2,7.7,0.5,3.8,89.4,0.5,0,17.6,5.5,3.8,0.5,0.5,0.5,2.7,2.2,27.4,3.3,4.4,1.6,4.4,1.6,3.8,19.2,19.2,35.1,0,10.4,82.8,6.6,1.1,108.6,2.2,2.2,0,0,0.5,0,3.3,1.1,7.1,2.2,0,2.2,4.9,1.1,3.3,0.5,3.3,30.7,42.2,1.1,216.7,62,53.2,0.5,0,0,1.1,0.5,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,2.7,0,0,0,0,0,0,2.2,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1.1,0,3.8,0,2.2,6,0.5,0,0.5,1.1,0,0,0,0,0,0,0,3.3,18.1,6.6,24.7,20.3,16.5,4.4,1.1,0,4.9,0.5,1.6,1.1,16.5,0,13.2,2.2,13.7,3.3,3.3,14.8,0,0,-13.65,-3.77,13.08,-3.91,5.85,30,5.1,1823,22.49,0,61.44,41.69,2.19,0.55,3.84,0,0.55,0,6.03,4.94,2.19,0,0,3.29,0,1.65
lrlsnoup84t01,to give a procedural recount,LS,9.1,1.2,0,50.2,0,0,3,3.6,0,6,1.2,1.8,0,3.6,0,0,0,10.3,9.7,1.2,0.6,377.6,85.2,75.5,30.8,3,3,4.2,1.8,2.4,0,4.8,73.1,1.8,0.6,12.1,16.9,3,1.8,0,0,0,3,11.5,5.4,7.9,5.4,9.1,0.6,9.1,13.3,21.8,24.8,1.2,4.2,106.9,3,2.4,125.1,10.9,6.6,0,0,1.2,0,3,1.2,10.3,4.8,3.6,3.6,9.7,0.6,1.2,3,1.8,17.5,64,5.4,272.5,29,73.7,0.6,0,0,1.2,1.2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,2.4,1.8,0,0,0,0,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0.6,0,0,0.6,0,9.1,0,0,9.1,1.2,0,1.2,1.2,0,0.6,0,0,0,0,0,1.8,28.4,5.4,13.9,6,10.3,18.1,2.4,0.6,0.6,0,0,2.4,5.4,0.6,20.5,5.4,12.7,4.2,5.4,1.8,0.6,0,-16.68,-3.22,8.73,-5.3,6.72,37,5.7,1655,15.11,0,71.3,66.47,3.02,0.6,8.46,1.21,1.21,0,0.6,15.11,0,0,0,2.42,0,4.23
lrlsulsp186t01,to give a procedural recount,LS,4.6,0.4,2,29.6,0,0,1,0.6,0.1,7.1,0.7,0.4,0.1,0.5,0.2,0.4,0,5.8,3,0.1,0.2,359.8,136,71.8,47.4,1.1,4.9,2.5,0,2,0.5,1.6,76.2,3.1,1.1,17.6,7.8,1.6,0.6,0.4,0.9,3.7,1.2,34.8,5.7,6.9,5.1,2.4,1,0.9,8.3,10.4,47.4,0.1,2.5,92.4,1.2,0.2,102.2,4,2.5,0.1,0,0,0,7.1,1.4,11.6,3.5,0.2,0.5,5.9,3.2,0.9,0.7,1.5,30.8,68.5,6.9,227.4,47.8,54.1,0.1,0.1,0,0.7,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1.1,0.6,0,0,0,0,0,0.2,0,0.1,0,0.1,0.7,0,0,0,0,0,0,0.1,0.6,0,0.2,0,0,2.2,0,0.2,2.5,1,0,1.1,0.9,0,1.6,0,0,0,0,0,1.2,16.6,7.5,18.8,22.3,20.5,9.5,3.3,0,2,0.6,0.4,0.4,4.2,1.4,23.8,3.2,12.6,4.7,0.9,4.9,0.5,0,-24.73,-2.71,6.09,-3.96,9.03,32,5.2,8083,19.79,0,70.89,44.29,3.34,0.25,2.1,0,0.87,0.12,5.2,11.38,0.25,0.12,0,1.36,0,0.62
lrlsulsp27t01,to give a procedural recount,LS,4.3,0,0,55.9,0,0,0.5,1.1,0.5,11.4,2.2,2.7,0,0.5,0,0,0,7.6,3.8,0,0.5,339.8,130.3,45.6,31.5,4.3,3.3,1.6,1.1,2.7,0,3.8,93.9,3.3,2.7,28.8,10.9,2.2,2.2,1.6,1.1,4.9,6,26.1,2.7,5.4,1.6,7.6,3.8,6.5,10.9,13.6,34.2,0,3.8,68.9,4.9,1.1,109.7,5.4,3.8,0,0,0,0,4.9,1.1,8.1,4.9,2.2,1.6,13,2.2,1.1,2.2,1.6,15.2,77.1,16.8,211.7,31.5,56.5,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.5,1.6,2.2,0,0,0,0,0,0,0,0,1.1,0.5,0.5,0,0,0,0,0,0,0,1.6,0,0,0.5,0,5.4,0,0,5.4,2.2,0,2.2,2.2,0,1.1,0,1.6,0,0,0,5.4,22.8,9.8,15.7,29.3,30.9,8.7,1.6,0,0.5,0,3.3,0.5,4.9,2.7,29.9,2.7,10.3,2.2,1.1,3.8,1.1,0,-19.53,-3.57,7.54,-2.18,7.89,28.8,5.2,1842,21.17,0,45.6,49.95,4.34,1.63,5.97,0,3.26,0,12.49,7.06,0,0,0,3.8,0,2.17
lrlsyoup28t02,to give a procedural recount,LS,7.8,0,0,32.7,0,0,1,0.5,1.6,9.9,0,1,0,0.5,0,0.5,0,2.6,4.2,0,0.5,387.6,150.5,54.5,39.4,0.5,4.2,1,0.5,2.1,0,2.1,85.1,5.2,0,21.3,6.7,2.1,0.5,0,0,2.1,5.2,25.9,1,9.3,2.1,0.5,5.2,4.7,4.7,9.3,36.3,0,2.6,80.4,2.1,1.6,93.4,3.1,2.6,0,0,0,0,7.3,2.1,14,6.2,1,1,4.7,1,1.6,0.5,4.2,13.5,50.3,2.1,204.5,95,46.2,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1.6,1,0,0.5,0.5,0,0,0,0,0.5,1,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,3.1,1,0,4.2,2.1,0,2.1,0.5,0,0,0,0,0,0,0,1,23.9,8.8,24.4,2.1,20.8,5.2,1.6,0,1,0,0,0.5,5.2,0,10.9,1.6,15,0.5,0.5,7.3,0.5,0,-25.3,-3.42,6.3,-5.11,7.36,29.5,5.3,1927,37.88,0,54.49,40.48,1.04,0,0.52,0,2.59,0,10.9,12.97,0,0,0,0,1.04,0
lrpsabup17t01,to give a procedural recount,PS,7.9,1.2,0,45,0,0,0.8,0,2.8,7.1,0.4,0.4,0,1.6,0.4,0.4,0,6.7,13.8,0.8,1.6,351.2,110.5,54.9,34.3,0.4,3.6,1.6,1.2,4.3,0,1.2,103.4,4.3,0.8,17.4,7.1,2.4,0,0.8,1.6,0,7.9,26.8,1.2,9.1,3.2,4.3,0.4,5.1,10.7,19.3,37.1,0.8,5.5,68.7,3.2,2.8,102.2,4.7,2.4,0,0,0.4,0,3.6,1.6,20.9,2.4,1.2,2,5.9,1.2,0.4,2,1.6,19.3,108.5,3.6,220.2,25.7,54.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0.8,0.8,0.4,0,0,0,0,0,0.8,0.4,0,0.4,0,1.6,0,0,0,0,0,0,0.4,0.8,0,0.4,0.4,0,4.7,0,1.2,5.9,2,0,2.4,1.6,0,0,0,0,0,0,0,1.2,16.2,7.9,15.8,22.9,14.2,32.4,0.8,1.6,1.6,0.8,0,1.2,8.3,0,27.6,7.9,21.7,1.2,3.6,1.2,2.8,0,-17.44,-3.61,9,-4.93,9.21,26.8,5.2,2534,24.47,0,54.85,50.91,1.58,1.18,3.16,0,1.58,0,8.29,10.66,1.97,0.39,0,0,0,1.97
lrpsbaup31t03,to give a procedural recount,PS,5.1,0,0,63,0,0,3,2,3,9.1,2,1,0,2,1,1,1,11.2,8.1,2,2,324.2,128,43.7,26.4,3,3,3,1,3,2,4.1,78.3,5.1,3,34.6,5.1,3,1,3,5.1,1,10.2,18.3,2,5.1,1,2,1,10.2,19.3,17.3,25.4,3,6.1,62,6.1,0,100.6,8.1,1,0,0,1,1,3,0,8.1,19.3,2,1,9.1,1,3,3,6.1,18.3,87.4,3,206.3,32.5,37.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,3,0,2,1,0,3,2,0,2,6.1,0,1,0,0,0,0,0,14.2,18.3,7.1,23.4,9.1,8.1,15.2,16.3,0,0,1,0,0,5.1,0,22.4,2,17.3,1,2,5.1,1,0,-10.47,-3.57,7.57,-1.34,8.7,32,5,984,35.57,0,39.63,33.54,3.05,0,2.03,0,3.05,0,10.16,5.08,0,0,1.02,4.07,0,0
lrpsbsup42t03,to explain,PS,2,0,0,59.7,0,0,0,0,0,15.1,1.3,0.7,0,0.7,0,1.3,2,1.3,0.7,0,0.7,307.7,140.4,65,34.1,1.3,0,8.5,0,2,0.7,4.6,66.9,1.3,0,23.6,2.6,2.6,0.7,0,2,2,6.6,22.3,3.9,15.7,2,4.6,0,17.1,5.9,7.9,42,2,2.6,95.8,1.3,0.7,119.4,3.9,0.7,0,0,0,0,24.9,2.6,8.5,5.2,1.3,0.7,3.9,0,6.6,8.5,4.6,19.7,117.5,7.9,211.9,21.7,27.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0.7,3.3,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,0.7,7.2,0,0,0,0,0,0,0,0,0,0,0,0,1.3,6.6,36.7,17.7,9.2,13.1,3.3,0,0,2,0,2,2,12.5,28.2,1.3,11.2,0.7,1.3,2.6,2,0,-18.9,-2.97,7.19,-4.04,11.96,23.3,4.8,1524,27.56,0,60.37,18.37,1.31,0,4.59,0,2.62,0.66,9.84,18.37,0.66,0,0,0.66,0,0.66
lrpscaup60t01,to give a procedural recount,PS,2.5,0.6,0,61.9,0,0,3.1,1.2,5.6,15.5,0.6,0,0.6,1.9,0,0.6,0,11.8,0.6,0,5,471.5,103.3,61.9,9.9,2.5,1.2,0.6,0,0,0,0.6,64.4,4.3,0.6,16.7,3.1,0,0.6,0.6,3.1,2.5,5.6,24.1,4.3,0.6,4.3,5,1.2,5,14.9,6.2,29.1,0,0,83.5,8,0.6,82.3,2.5,0.6,0,0,0,0,5,3.7,8,9.3,1.2,1.2,7.4,3.1,0,0.6,1.9,17.3,52.6,2.5,354.6,46.4,99,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.9,0.6,0,0,0,0,0,0,0,0,0,0.6,0,0.6,0,0,0,0,0,0,0,0,0,0,0,3.1,0,0,3.1,1.2,0,1.2,0,0,0,0,0,0,0,0,0.6,21.7,0,43.3,13.6,1.2,5.6,0.6,0,1.2,0,0,1.2,8,0,16.7,1.2,11.8,3.1,0.6,7.4,0,0,-19.63,-4.94,3.3,-3.66,7.04,33.3,5.1,1616,19.18,0,60.64,82.3,0.62,0,4.95,0,1.86,0,6.19,5.57,0,0,0,0.62,0,1.24
lrpsexup126t01,to give a procedural recount,PS,5.6,0,0,77.8,0,0,4.9,2.1,0.7,11.8,1.4,1.4,0,1.4,0.7,0,0,2.8,6.3,0,0,300.7,110.4,27.1,13.2,0,2.8,1.4,0,1.4,0,1.4,53.5,2.8,2.1,15.3,25,3.5,2.1,2.1,0,1.4,2.1,21.5,2.1,6.9,9,2.8,0,7.6,6.3,20.1,30.6,0,1.4,66.7,0.7,1.4,138.2,8.3,4.9,0,0,0,0,6.3,0,6.3,2.8,2.8,2.8,16.7,5.6,0.7,0,0,8.3,133.3,1.4,225,18.8,35.4,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0.7,0,0,0,0,0,0.7,0,0,0,0,2.8,0.7,0,0,0,0,0,0,0,0,0,0,0.7,0,1.4,0,0.7,2.1,3.5,0,3.5,0.7,0,0,0,0,0,0,0,1.4,18.8,0.7,24.3,11.8,24.3,9,2.1,0.7,0,0,0,0,2.8,0,43.8,6.3,13.2,1.4,2.1,2.8,7.6,0,-13.75,-4.5,3.62,-3.6,4.78,26.3,4.4,1440,15.28,0,26.39,33.33,3.47,1.39,1.39,0,3.47,4.17,6.25,9.72,0.69,0,0,2.08,0,4.86
lrpsgcup67t01,to give a procedural recount,PS,10.7,0.4,0,70.7,0,0,1.8,0.9,0,25.5,2.2,0,0,0.4,0,2.2,0.9,6.7,1.3,0.4,5.4,334.5,116.7,55.9,15.7,4.5,0.4,2.7,1.3,4.5,0.9,0.9,95.3,2.7,0.4,32.6,14.8,3.1,0.4,2.2,3.1,1.3,17.9,21.9,6.3,4.5,8.5,3.1,4.5,10.3,13,13,32.6,1.3,6.7,99.3,4.5,2.2,117.2,9.8,1.8,0,0,0.9,0,5.8,3.1,14.3,6.3,1.8,3.1,9.4,5.4,1.8,2.7,8.5,40.3,64.8,5.8,217.8,19.2,56.4,0,0,0,0,0.4,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.9,2.7,0,0.4,0,0,0,0,0,0,0.4,0.9,0.9,0.9,0.4,0,0,0,0,0.4,0,1.3,0,0,0,0,4,0.4,0,4.5,3.6,0.4,4,1.3,0,0,0,0,0,0,0,0.9,13.9,7.2,63.1,11.6,9.4,21.5,1.3,0,1.8,0,0,1.8,3.1,0.9,21.9,4,15.2,2.7,2.7,3.6,0.4,0,-13.86,-4.43,9.01,-2.67,17.13,34,5.2,2236,12.52,0,56.35,47.41,5.37,1.34,1.79,0,4.03,0,17.44,7.16,0,0,0,3.13,0.45,2.68
0384d,to explain,LS,12.3,0.5,0,94.9,0,0,10,1.4,0.9,20.1,1.8,3.2,0,0.9,0,0,0,13.7,5.5,0.9,0,286,107.7,42.4,29.7,15.1,8.2,7.8,0.9,2.7,0,0.9,0,1.4,1.8,32.8,16,5.5,0.9,2.3,0.9,5.5,7.8,20.1,0.9,2.3,4.6,22.4,4.6,7.3,20.1,16.4,23.3,0.9,3.6,62.5,16,1.8,145.1,6.8,4.1,0.9,0,1.8,1.4,3.2,0.9,10.5,8.7,1.4,1.8,6.4,7.8,5.5,3.6,7.8,39.2,42.9,2.7,259.1,26.5,24.6,0,0,0,0.5,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6,0.9,10.9,5,0,0,0,0,0,1.4,0,0.5,4.1,0,4.1,1.8,0,0,0,0,0,0,0,0,0.5,0.5,0,26.5,0,1.4,27.8,10.5,0,10.5,0.9,0,1.4,0,0,0,0,0,6.4,7.8,16.4,29.2,23.3,6.4,7.8,5.9,0,0.5,0,0,2.7,0,0.9,23.3,11.9,32.4,6.8,3.2,10.9,0.9,0,-7.92,-1.07,0.42,-1.35,5.7,31.8,5,2192,18.25,0.46,42.43,19.16,10.95,8.21,14.14,0,7.76,0,22.81,3.19,1.37,0,0,4.56,0,0.46
lrpsgsup19t01,to give a procedural recount,PS,7,0,0,80.5,0,0,0.4,0.8,5.5,9,1.6,0.8,0,1.2,0,1.6,0,8.2,0.8,0,0.4,351.8,97.7,36.7,10.2,2.3,0.4,0,0,1.6,0,0.4,94.2,1.2,0.4,21.5,13.7,3.9,2,0.4,1.6,2,9,18,3.5,4.3,3.1,2.7,4.7,5.9,13.7,5.5,25.8,0,1.6,57.5,7.8,1.2,110.2,2.3,4.3,0,0,0.4,0,3.5,0.8,7.8,5.1,1.2,0.8,8.6,3.9,5.1,3.5,3.1,32.8,101.3,7,238.1,12.1,75.4,0,0,0,0.8,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0.4,0.8,0,0,0,0,0,0,0,0,0,0,0.8,2,0.4,0.4,0,0,0.4,0.4,0,1.2,0,0.4,0.4,0,3.9,0,0,3.9,3.1,1.2,4.3,2,0,0,0,0.4,0,0,0,10.2,28.1,13.7,37.1,21.1,15.2,18.8,12.5,0.4,1.2,0,0,3.1,2.3,2.3,18,6.3,9.8,1.2,3.1,8.6,1.6,0,-17.42,-5.21,6.77,-3.34,8.81,29.5,4.9,2558,17.59,0,36.75,67.24,3.52,0,2.74,0,2.74,0,13.29,7.43,0,0,0,3.52,0,0
lrpsleup138t01,to give a procedural recount,PS,5.1,0,0,81.2,2.5,0,0,0,0,12.7,0,0,0,0,0,0,0,0,7.6,0,0,309.6,121.8,20.3,20.3,5.1,0,5.1,0,0,0,0,88.8,2.5,0,15.2,17.8,0,0,7.6,0,0,2.5,20.3,0,10.2,0,0,2.5,5.1,0,15.2,30.5,0,0,58.4,7.6,10.2,126.9,2.5,2.5,0,0,0,0,12.7,0,7.6,0,2.5,0,25.4,0,0,0,0,12.7,142.1,2.5,208.1,12.7,50.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,2.5,0,0,0,0,0,0,0,0,0,35.5,0,17.8,38.1,7.6,0,5.1,0,0,2.5,0,0,0,0,43.1,5.1,7.6,0,0,0,0,0,-19.04,-3.89,5.55,-3.14,4.31,21.5,4.9,394,27.92,0,22.84,50.76,0,0,0,0,0,0,5.08,10.15,0,0,0,0,0,2.54
