file,main_full,discipline,private_vb,that_del,contract,vb_present,pro_2,do_pro,pro_dem,emphatic,pro_1,pro_it,vb_be,sub_conj_caus,disc_particle,pro_nom,hedge,amplifr,wh_ques,mod_poss,coord_conj_cls,wh_cls,prep_final,nn_all,prep.x,jj_attr,vb_past,pro_3,vb_perfect,vb_public,wh_rel_obj,wh_rel_subj,wh_rel_pipe,coord_conj_phrs,nn_nom,adv_time,adv_place,adv,infinitive,mod_pred,vb_suasive,sub_conj_cond,mod_necess,split_aux,conj_advl,passive_short,passive_by,passive_postnom,sub_conj_othr,th_vb,adv_down,jj_pred,mod_all,conj_all,passive_all,wh_all,wh_rel_all,jj_all,pro_all,vb_have,vb_all,vb_progress,that_rel,wh_comm_vb,wh_att_vb,wh_fact_vb,wh_likely_vb,comm_vb_other,att_vb_other,fact_vb_other,likely_vb_other,jj_att_pred,jj_epist_pred,jj_att_other,jj_epist_other,nn_stance_pp,det_nn_stance,nn_stance_other,all_indef_art,all_def_art,nn_stance_new,nn_common,nn_proper,nn_premod,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,th_vb_comm,th_vb_att,th_vb_fact,th_vb_likely,th_jj_att,th_jj_fact,th_jj_likely,th_nn_nonfact,th_nn_att,th_nn_fact,th_nn_likely,to_vb_speech,to_vb_mental,to_vb_desire,to_vb_effort,to_vb_prob,to_jj_certain,to_jj_able,to_jj_affect,to_jj_ease,to_jj_eval,to_nn_stance_all,advl_nonfact,advl_att,advl_fact,advl_likely,X129,th_vb_stance_all,th_jj_stance_all,th_nn_stance_all,th_stange_all,to_vb_stance_all,to_jj_stance_all,to_stance_all,advl_stance_all,ipv_act,tpv_act,tpv_mental,tpv_mental_1,ipv_occur,pv_copular,pv_aspect,nn_human,nn_process,nn_cog,nn_abstact,nn_concrete,nn_technical,nn_quant,nn_place,nn_group,jj_size,jj_time,jj_color,jj_eval,jj_relation,jj_topic,vb_act,vb_comm,vb_mental,vb_cause,vb_occur,vb_exist,vb_aspect,X180,dim_1,dim_2,dim_3,dim_4,dim_5,tt_ratio,word_length,word_count,genitive_of,genitive_s,atrb,premod,subordinator,common_vcc,ncommon_vcc,wh_vcc,to_vcc,ing_vcc,advl,post_nom,NCC,NFNCC,jcmp_that,jcmp_to,it_extra,it_to
0040e,to argue,AH,5.9,0.3,0.5,28.1,0,0,2.3,2,3.3,11.2,1,0.3,0,2.3,0.8,1.5,0.5,2.8,7.9,0.3,0.3,342.2,128.8,72.8,54.7,24.8,5.6,2.8,0.3,2.6,1,5.6,56.5,3.1,2.8,30.9,8.9,2.3,1.3,0.8,1,2.8,11.2,8.7,2.6,3.8,2.6,3.1,4.9,3.8,6.1,17.1,15.1,0.8,3.8,91.7,28.1,1,94,1.5,4.9,0,0,0.5,0,7.4,0.8,7.7,3.1,3.1,1.3,8.7,0.5,3.6,0.3,5.1,14.3,71.6,1.3,179.1,103,20.7,0,0,0,0.8,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0.3,1,1,0,0.3,0,0,0,0,0.5,0.8,0,2,0.5,0.8,0,0,0,0,0,1.3,0.3,0.3,1.3,0.5,0,4.1,0.3,0.5,4.9,4.1,0,5.4,2.3,0,0,0,0,0,0,0,4.6,13,6.1,17.4,3.3,3.3,7.9,3.1,1.3,1.5,0.5,0,0.3,1,12.8,10.7,7.9,9.2,1.3,1.3,7.9,0.3,0,-19.66,-1.23,5.88,-3.69,7.92,32.8,5.1,3913,34.5,4.86,65.42,15.33,2.3,0.26,2.81,0,3.83,0,16.1,3.32,0.51,1.02,0,0,0.26,0.77
0042c,to argue,AH,4.9,0,0.4,56.7,0.8,0,2.9,1.6,5.8,9.5,1.2,0.4,0,0.4,0.4,1.6,0,9,10.7,0.4,0.8,318.9,135.6,51.8,27.5,34.5,8.6,7.4,0.8,1.6,0.4,2.5,59.6,0,3.3,29.2,9.5,5.3,1.6,2.1,4.5,3.3,9.5,9,2.5,2.1,7.8,11.1,4.5,6.2,18.9,23.4,13.6,0.4,2.9,89.2,41.1,0.4,98.6,4.9,4.1,0,0,0.4,0,15.6,3.7,4.1,4.1,0.8,0.4,4.9,3.3,5.3,2.5,5.3,21,51.4,6.6,168.5,88.8,13.2,0,0,0,0.4,1.2,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,0.8,0,1.6,0,0,0,0,0,0.8,0.4,0,0.4,0.8,0.8,1.2,0,0.4,0,0,0,0.4,0,0.4,2.5,0.8,0,10.7,0,1.2,11.9,3.3,0.4,4.1,3.7,0,0.4,0,0.4,0,0,0.4,7.4,12.7,4.5,19.3,2.9,5.8,4.1,0.4,0.4,0.4,0.8,0,0.4,1.2,1.6,10.7,15.6,8.2,0,1.6,7.4,0,0,-16.64,-0.26,5.08,-0.4,6.21,35,5.1,2433,23.02,5.75,48.09,8.63,4.93,0.41,10.69,0,3.7,0,13.56,3.29,1.23,0.41,0,0.82,0,0
0042d,to argue,AH,4.8,0.4,0.4,47.1,0,0,3.1,1.7,1.3,9.2,0,0.4,0,0.4,0,0.9,0.4,2.6,9.2,0,0.9,364.5,129.6,74.2,24,12.2,13.5,8.7,0.9,3.1,0.4,3.1,81.6,0.9,6.1,32.7,11.8,2.2,0,0.9,1.7,3.9,8.7,7.9,3.5,5.2,3.9,4.8,3.5,3.1,6.5,17.5,16.6,0.4,4.4,104.8,13.5,0.9,97.3,6.5,3.1,0,0,0,0,13.5,2.6,7.9,5.7,0.4,0,6.5,0,2.6,0.4,5.2,16.6,73.3,3.1,182.9,97.8,14,0,0,0,2.2,0.9,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,1.7,0.4,0,0,0,0,0,0.9,0,0,1.3,0,3.5,0,0,0,0,0,0,0.9,0.9,0,0.9,0,0,7,0,0.9,7.9,4.8,0,5.7,1.7,0,0,0,0.4,0,0,0,4.4,12.2,7,14.8,3.9,0,3.9,2.6,0.4,0,0.4,0,0,3.5,3.5,11.3,11.8,7.9,2.2,0.4,3.5,2.6,0,-22.89,-0.18,6.3,-3.29,7.4,33.5,5.5,2291,28.37,7.42,72.46,12.66,1.75,0,4.8,0,5.67,0,11.79,6.11,1.31,0.44,0,0,0,1.31
0061j,to argue,AH,6.5,1.2,3,34.5,0,0,3.6,0.6,0,13.7,0.6,0,0,1.2,1.2,0.6,0,4.8,0.6,0.6,1.2,299,111.2,39.8,51.7,6.5,4.2,4.8,1.2,4.2,0.6,4.8,77.3,1.2,0.6,31.5,14.9,1.8,0.6,1.8,3,1.8,5.9,14.9,4.8,4.8,4.8,12.5,1.8,3.6,9.5,11.9,24.4,0.6,5.9,64.8,6.5,1.8,108.8,4.8,0.6,1.8,0,0,0,9.5,2.4,3,7.1,0.6,0,10.7,5.9,6.5,0,3.6,26.2,81.5,2.4,184.3,30.9,14.9,0,0.6,0,1.2,0.6,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,1.8,2.4,2.4,0.6,0,0,0,0,1.2,0,0,0.6,3,1.8,0,0,0,0,0,0,5.4,1.2,0,1.8,0.6,0,11.9,0.6,1.2,13.7,5.4,0,10.7,3.6,0,1.2,0,0,0,0,0.6,4.8,7.1,7.7,26.8,11.9,2.4,6.5,4.2,2.4,0.6,0.6,0,1.2,1.8,3,13.1,10.1,12.5,2.4,2.4,7.1,1.2,0,-16.39,-2.05,9.12,-3.05,7.53,30,4.8,1682,22.59,1.19,38.05,12.49,3.57,1.78,10.7,0,5.95,0,11.3,3.57,1.19,5.35,0.59,1.78,0,0
0062c,to explain,LS,4,0.3,0,70.9,0,0,1.6,1,0.3,11.9,1.3,1,0,0.3,0,2,0,5.9,8.9,0.3,0,353.2,133.2,67,10.9,2,3.6,1,1.6,6.9,0.7,2.6,78.8,1.6,0.3,33.3,6.9,1.3,1.6,0,1.3,2.6,10.6,20.1,1.6,0.3,4.9,3,4.3,8.6,8.6,17.5,22.1,0.3,9.2,93.7,2.3,2.6,93.7,4.3,4.6,0,0,0.3,0,6.9,0.7,9.2,2,3,0.3,6.9,3.3,3.3,0,0.7,21.8,65.6,0,218.7,53.8,59.7,0,0,0,0.7,1,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,1,2.6,4,0,0,0,0,0,0,0.3,0.7,2,0,1,1.3,0,0.3,0,0,0,0,0.7,0,0.3,0.3,0,8.9,0,0.3,9.2,4.9,0.3,5.3,1.3,0,0.7,0,0,0,0,0,4,23.1,2,20.4,10.9,25.4,1.3,2,0,1.3,0.7,0,1,6.9,0,10.6,5.3,13.2,4,1,8.6,1,0,-19.83,-4.4,10,-4.08,7.39,35.8,5.1,3032,30.67,0.66,63.32,47.16,1.98,0.33,2.64,0,6.6,0,14.51,2.97,0.33,0,0,0.99,0,0.33
0067b,to give a procedural recount,LS,3.2,0,0.7,63.6,0,0,0.7,0,0.7,6.7,0.4,0,0,0,0.7,0.7,0,2.8,2.5,0,0,388.8,133.9,62.1,8.9,1.8,1.8,1.4,0.7,2.8,0.7,2.8,80.6,2.5,0.4,27.7,8.9,0.4,2.5,0,0.7,4.6,6.4,16,3.6,1.8,1.8,2.5,3.2,7.5,3.9,7.1,21.3,0,4.3,93.4,2.5,0,87.4,5.7,3.2,0,0,0,0,7.1,5,6,2.8,2.5,0,9.2,1.1,0.7,0.4,0.4,18.8,76.3,1.1,235.1,71.4,52.2,0.4,0,0,0.4,0.4,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1.8,1.1,1.8,0,0,0,0,0,0,0,0.4,0.4,0,1.8,0.4,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0,5,0,0,5,2.8,0.4,3.6,1.4,0,0,0,0,0,0,0.4,3.6,14.9,0.7,22,12.1,18.1,1.8,2.1,0.4,1.1,0.4,0,0.4,4.3,0.7,11.7,4.6,6.7,10.3,4.6,8.2,0.4,0,-25.66,-4.75,7.72,-3.53,6.09,33,5.2,2816,24.15,0,60.72,41.19,0.71,0.71,1.78,0,3.2,0,12.07,2.49,0,0.36,0,1.78,0,0
0072a,to argue,SS,9.6,0.4,0,68.6,0,0,2.4,1.2,14.9,6.4,2.4,0,0,0,0.4,0.4,0.4,9.6,4,0.4,1.6,321.6,125.7,73.5,19.3,6,3.2,1.6,0.8,4.4,0,3.6,63.4,6.8,3.6,35.3,5.6,5.6,0.8,2.4,2,2.8,8,10.4,0.8,2.8,5.6,8,1.2,1.2,17.3,15.7,14.1,0.8,5.2,97.6,20.9,0.8,103.6,6,1.6,0.4,0,0,0,7.6,1.6,9.2,4.8,2,0.4,9.6,3.6,2,0.8,2.4,28.5,79.5,6.8,222,24.9,52.6,0.8,0,0,1.6,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,3.6,1.6,0,0.8,0,0,0,0.4,0,0.4,0,0,1.6,0.4,0,0,0,0,0,0.4,0.4,0.4,1.2,0.4,0,8,0.8,0.4,9.2,2.4,0,2.8,2.4,0,0.4,0,0,0,0,0,0.8,16.1,6,32.5,10.4,7.6,23.7,11.6,0.4,4,2.4,0,2,3.2,0.8,22.5,6.8,13.6,0.8,4.8,6.4,0.8,0,-17.46,-3.91,4.38,-1.83,4.5,33.8,4.8,2491,33.72,0,71.46,42.15,1.61,2.81,5.22,0,3.21,0.4,8.83,6.02,0.4,0.4,0.4,2.81,0.4,0
0076a,to explain,SS,8.4,0,0,109.8,0,0.6,10.4,1.3,0,2.6,2.6,3.9,0,0.6,1.3,0.6,0,2.6,1.9,0,0.6,385.3,116.3,45.5,1.9,2.6,1.9,0,0,4.5,0,0.6,90.3,5.8,1.3,35.7,7.1,14.9,0.6,8.4,1.9,1.3,14.9,13.6,0,1.3,5.2,5.8,2.6,11,19.5,20.1,14.9,0,4.5,83.2,2.6,4.5,120.2,1.3,2.6,0,0,1.3,0,11.7,3.2,1.9,3.9,0,0.6,48.1,0.6,3.9,1.3,1.9,14.9,52.6,4.5,283.3,7.8,79.9,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0.6,0.6,0,0.6,0,0,0,3.2,0,0,3.2,0.6,0.6,1.9,0.6,0,0,0,0,0,0,0,0.6,27.9,3.9,66.3,5.8,8.4,8.4,19.5,1.3,0,0.6,0,8.4,5.8,0,18.8,3.9,10.4,4.5,3.2,4.5,0.6,0,-16.61,-5.17,5.68,2.45,8.2,27.3,5.1,1539,27.29,1.95,40.29,71.47,5.2,0.65,5.2,0,0.65,0,15.59,1.3,0,0.65,0,1.3,0,0
nepslnup70t02,to explain,PS,5.9,0,0,49.4,0,0,2,1,9.9,17.8,0,1,0,2,2,1,0,10.9,2,0,0,323.1,144.3,30.6,32.6,2,4,4,0,1,0,3,59.3,1,8.9,22.7,4.9,0,0,0,0,1,4.9,8.9,2,6.9,0,6.9,2,4.9,10.9,5.9,17.8,0,1,60.3,11.9,0,107.7,11.9,7.9,0,0,0,0,3,3,4.9,12.8,3,2,11.9,4,0,1,4,17.8,91.9,0,210.5,34.6,39.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,5.9,0,1,6.9,0,0,1,2,0,0,0,0,0,0,0,0,12.8,2,16.8,21.7,5.9,11.9,6.9,0,2,3,0,2,2,0,19.8,1,6.9,2,9.9,7.9,7.9,0,-14.17,-3.08,2.49,-6.21,4.56,31.3,4.6,1012,25.69,0,27.67,31.62,0,0.99,5.93,0,0,0,8.89,12.85,0.99,0.99,0,0.99,0,2.96
nepsbaup31t04,to explain,PS,7.6,3,0,62.7,0,0,5.3,1.5,0.8,9.8,3.8,0.8,0,0.8,0.8,3,0,16.6,12.1,2.3,0,288,130.8,75.6,35.5,12.1,7.6,6.8,0.8,4.5,0,1.5,102,6.8,1.5,27.2,9.8,1.5,0.8,0,1.5,0.8,8.3,12.1,4.5,6,5.3,7.6,1.5,4.5,19.7,19.7,22.7,2.3,5.3,92.2,12.8,1.5,118.7,6.8,4.5,1.5,0,0.8,0,5.3,1.5,5.3,3.8,0,0.8,5.3,2.3,4.5,1.5,0.8,24.2,56.7,0.8,158,24.2,19.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.8,2.3,5.3,0,0,0,0,0,0,0,0,0.8,0,2.3,0.8,0,0,0,0,0,0.8,0.8,0,3,0.8,0,11.3,0,0,11.3,3.8,0,4.5,4.5,0,0,0,0,0,0,0,9.8,21.9,3.8,19.7,6.8,0.8,6.8,6,0,1.5,3,0,0,6,3,9.1,8.3,15.1,5.3,11.3,11.3,0,0,-10.51,-1.31,7.4,-4.98,8.84,31.5,5.3,1323,31.75,0,75.59,15.12,3.78,1.51,6.05,0.76,3.02,0,9.83,2.27,0,0.76,0,2.27,0,0.76
0077g,to argue,SS,12.4,0,0,81.4,0,0,0,1,9.3,4.1,0,0,0,0,0,2.1,0,7.2,9.3,0,0,382.5,114.4,61.9,4.1,10.3,5.2,5.2,0,4.1,1,3.1,93.8,1,2.1,63.9,7.2,0,2.1,0,0,5.2,20.6,9.3,1,3.1,3.1,11.3,8.2,6.2,7.2,15.5,13.4,0,5.2,80.4,19.6,1,96.9,3.1,4.1,0,0,0,1,6.2,0,16.5,11.3,2.1,2.1,12.4,3.1,3.1,0,1,27.8,50.5,6.2,243.3,42.3,66,1,0,0,1,2.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.1,1,1,0,1,0,5.2,0,0,5.2,1,0,3.1,3.1,0,0,0,0,0,0,0,0,12.4,19.6,39.2,8.2,27.8,1,6.2,0,1,2.1,0,1,1,0,16.5,7.2,9.3,3.1,2.1,6.2,0,0,-21.16,-3.19,7.1,-3.88,12.46,30.3,5.4,970,24.74,1.03,59.79,60.82,1.03,4.12,7.22,0,1.03,0,18.56,6.19,0,2.06,0,1.03,0,2.06
0082g,to give a procedural recount,LS,6.3,2.3,0.4,85.3,1.6,1.2,2.3,1.2,0.8,8.2,3.5,2.3,0,1.6,0,3.1,1.2,11.4,7.8,0.4,0,277.5,122.9,49.3,14.9,14.5,4.3,3.5,2,7.4,2.3,1.2,62.2,3.5,1.6,36.4,11.7,6.3,1.6,7,7.4,4.3,6.3,20.4,2,0.4,2.3,9,2,6.7,25,20.7,22.7,1.6,11.7,77.1,16.8,3.9,115.5,6.3,1.6,0.8,0,0.4,0,6.7,5.5,11,6.3,2,2.3,7.4,5.5,7,2.3,7.4,27.4,82.2,7,181.6,32.1,20.7,0.4,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,2.3,2.3,1.2,0,0,0,0,0.4,0.4,1.2,0,0.4,1.2,0.8,0.4,0,0,0,0.4,0,0.4,0.4,0,4.3,2,0,13.3,0,2,15.3,2.7,0.4,3.5,6.7,0,0.8,0,0,0,0,0,8.2,27.4,12.9,35.2,4.3,1.2,2,11.4,2,0.4,1.6,0,0,2.7,3.1,9.4,13.7,20,5.5,2.3,15.7,0,0,-9.34,-3.11,9.2,3.86,5,26.5,5,2555,20.35,1.96,49.32,14.87,5.87,0.39,8.61,0.78,3.52,0,20.74,3.91,1.57,0,0,1.96,0,1.17
0082j,to give a procedural recount,LS,13.5,1.5,1.2,92.5,0.4,1.9,4.6,2.7,0.8,15.5,5,1.5,0,1.2,0.8,1.2,0,17,6.6,0.8,0.4,272.4,119.6,56.1,17.4,8.1,5.8,4.3,1.5,7.7,0,0.4,82.4,4.3,0.8,32.5,19.3,1.9,2.3,1.9,3.9,4.6,4.6,15.1,2.3,6.2,2.7,12,1.9,5.4,22.8,13.2,23.6,0.8,9.3,76.6,9.3,2.7,145.5,9.7,1.2,0.4,0,1.2,0,5,6.6,17,3.5,1.9,2.7,9.3,3.5,3.1,0.4,1.2,28.3,55.3,4.3,165.2,22.1,20.5,0,0,0,1.9,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0.8,4.3,4.3,0,0,0.4,0,0.4,0.4,1.5,0,0.8,1.5,1.5,2.7,0,0,0,0.4,0,1.5,0.4,0,0.8,1.5,0,15.9,0.4,2.3,18.6,6.6,0.4,8.5,2.7,0,0.4,0,0,0,0,0,15.9,26.7,10.8,29,11.2,0.4,1.2,4.3,0,1.2,1.2,0,1.9,6.6,10.1,24.8,13.5,24.4,4.3,3.1,15.5,0.4,0,-7.29,-2.89,8.33,-0.82,5.35,29,4.9,2584,27.48,0.77,54.18,17.41,4.64,3.48,8.51,0,6.58,0,19.74,12.38,2.71,1.55,0,1.93,0.39,1.93
0097a,to give a procedural recount,LS,5.8,1.2,0.3,74.6,0,0,5.5,0.3,0.6,11.9,0.3,0,0,0.6,0,0.3,0,4,16.5,0.3,0,359.1,114.8,61.6,11.9,1.4,4.9,4,1.7,2.9,0,3.2,83.8,2,0.6,21.4,12.1,2.3,2.3,0.6,0.3,4,6.1,19.9,1.4,1.2,3.5,9.3,2.3,4.9,6.6,23.7,22.5,0.3,4.6,83.8,2,1.4,101.5,2.6,2.6,0.3,0,0,0,8.1,5.8,11.6,6.6,0.9,0.3,4,1.7,0.6,0.6,0.9,22,65,0.3,218.6,53.8,59.8,0,0,0,0.6,2.9,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,2.6,5.2,3.8,0,0,0,0,0,0.3,0,0.3,1.4,0,3.8,1.7,0,0,0,0,0,1.4,0,0,0.6,0.6,0,15.3,0,0.3,15.6,7.2,0,8.7,1.2,0,0.6,0,0,0,0,0,2.3,25.7,2,19.4,8.7,27.8,1.4,1.2,0,1.7,0,0,0.6,2.3,0,13.3,9.5,13,11,4.3,12.1,0,0,-18.08,-3.58,8.48,-3.29,4.68,29.8,5.1,3459,19.66,0.58,58.69,45.97,1.73,2.6,6.65,0,8.09,0,10.12,3.47,0.29,1.45,0,0,0,0
0097b,to give a procedural recount,LS,5.6,2.5,0,69.7,0,0,5.4,0.6,0.3,8.7,0,0,0,0,0.6,1.7,0,3.4,11.9,0,0,379.3,142.8,48,15.5,0.8,2.8,7.3,0.6,2.3,0.3,2,70.6,2,3.1,22.9,7.6,0.8,1.1,0.3,0,4.8,6.5,23.4,1.7,1.7,2.5,7.3,2,5.1,4.2,16.7,26.8,0,3.1,74.5,1.1,0.3,106.1,5.4,1.4,0,0,0,0,30.2,3.4,8.7,9.3,2.5,0.6,5.9,3.4,2.3,0,0.3,15.2,74.2,0.6,204.9,102.7,57.9,0,0,0,0.3,2.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0.6,4,6.2,0,0,0,0,0,0.3,0,0.6,2.5,0,0.3,1.1,0,0,0,0,0,0,0.3,0,0.3,0,0,14.4,0,0.3,14.7,4.5,0,4.5,0.6,0,0.6,0,0,0,0,0,1.7,29.4,0.8,20,13,4,2.8,5.4,0,1.1,0,0,1.1,1.1,1.7,9,20.3,9.9,4.8,5.4,12.4,0.6,0,-19.96,-3.28,5.55,-3.99,5.83,30.5,5,3543,32.18,0,47.7,49.68,1.13,3.39,3.95,0,5.64,0,9.88,9.03,0.28,0,0,1.69,0,0
nelssaup163t03,to explain,LS,6.1,1.3,0,81.4,0,0.4,3.9,2.6,3.1,11.4,4.4,0.4,0,1.3,0,0.9,0,10.1,2.6,0,0.4,328.2,116.4,69.6,11.8,3.5,5.7,3.1,0.4,3.9,0.4,3.5,76.6,3.1,2.6,25.4,13.1,2.2,4.4,3.5,0.4,3.9,4.4,16.2,1.3,0,1.3,1.3,1.8,12.7,12.7,11.4,17.5,0,4.8,104.2,6.6,0,109.4,5.3,3.5,0,0,0,0,5.7,1.8,7.9,9.6,1.3,1.3,9.6,4.8,1.3,1.3,0.9,18.8,74,4.8,204.4,40.3,37.6,0.9,0,0,1.3,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0.9,1.3,1.8,0,0.4,0,0,0,0,0,0,0.4,0.9,2.2,0.4,0,0,0,0,0.4,0.4,1.8,0,0,0,0,5.3,0.4,0,5.7,3.9,0.4,4.8,1.8,0,0.4,0,0,0,0,0,3.9,15.8,4.8,23.6,16.2,0.9,4.8,1.8,0.4,3.5,0.9,0,1.8,3.9,0,17.5,3.1,13.1,3.1,3.5,8.3,0,0,-17.2,-3.52,7.12,-1.3,2.57,31.3,5.1,2285,27.57,0,66.08,31.07,6.13,0.44,0.88,0,3.94,0,11.38,3.5,0,0.44,0.44,3.5,0,0.88
nelsqubp92t01,to explain,LS,5,1,0,68.6,0,0,3,1,0,7.1,1,0,0,2,0,1,0,6.1,8.1,0,0,393.5,122.1,83.8,12.1,12.1,2,4,1,9.1,0,2,85.8,2,0,23.2,9.1,1,2,1,1,3,3,12.1,3,3,3,1,2,4,8.1,14.1,18.2,0,10.1,106,12.1,5,94.9,5,3,0,0,0,0,5,1,4,1,0,0,12.1,4,2,1,1,23.2,52.5,1,276.5,27.2,52.5,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,1,4,3,0,3,3,0,0,0,0,0,0,0,0,31.3,2,25.2,10.1,10.1,3,1,0,1,0,0,0,9.1,0,20.2,4,7.1,2,5,9.1,0,0,-24.14,-3.66,10.92,-3.56,3.41,32,5.8,991,22.2,0,82.74,44.4,2.02,0,1.01,0,5.05,0,8.07,3.03,1.01,0,0,4.04,0,0
0111a,to explain,SS,10.9,0.5,0.5,90.9,0,0,7.4,0,4.4,9.4,7.4,0,0,1,0,1.5,0,10.4,9.4,0,0,344.4,136.4,53.4,4.9,6.4,1,1,0.5,0.5,0.5,1.5,88.9,3,2,36.1,6.4,12.8,0.5,4.4,1.5,1,13.3,10.4,1,2,5.9,10.9,1.5,15.8,24.7,21.2,13.3,0,1.5,87,10.9,2,111.2,5.9,5.9,0,0,0,0,4.4,3.5,2,8.4,1,1.5,14.3,2.5,5.9,3,4,10.4,65.7,0.5,239.6,14.8,49.9,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,0.5,3,4,0,0,0,0,0,0,2,0,1.5,0,3,0.5,0,0,0,0,0,0,0,0,0,0,0,13.3,0,2,15.3,4.9,0,4.9,0,0,0,0,0,0,0,0,0,29.6,4.4,47.4,2,4,4,14.8,3,1.5,0.5,0,1,4,4.4,11.9,3,10.9,1.5,5.4,6.4,2,0,-16.05,-4.91,5.21,-0.26,7.68,31.3,5.2,2024,31.62,0.49,51.88,39.53,4.94,0,10.87,0,5.43,0.49,18.28,3.46,1.98,0,0,2.47,0,0.49
0112f,to give a procedural recount,LS,6.9,0,0.7,65.4,0,0,2.1,0.3,0.3,7.9,0,1,0,0.3,0.7,1,0,1.7,3.4,0,0,357.7,128.1,48.5,17.9,1.4,4.1,1,1,1,0.3,2.1,71.6,3.8,1.7,23.8,10.7,0.3,0,0.3,0.3,0.7,3.1,18.9,4.5,0.3,3.4,6.2,3.8,4.8,2.4,10.3,23.8,0,2.4,72.6,1.7,0.7,101.9,4.1,4.5,0,0,0,0,5.5,3.4,8.6,7.2,0.7,0.3,6.9,2.4,1.7,0,1,17.6,84.3,0.7,231,54.4,53,0,0,0,0.3,0.3,0.7,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.8,3.4,0,0.3,0,0,0,0.7,0,0,1.7,1,0,0.7,0,0.3,0,0,0,1,0.3,0,0,1,0,8.3,0.3,0.7,9.3,3.4,0.3,4.8,1.4,0,0,0,0,0,0,0,2.4,24.1,3.8,17.9,6.9,30.3,1.7,4.8,0,1,0.3,0,1,3.8,0,16.2,4.8,13.8,7.9,3.8,9.6,0.7,0,-21.41,-4.09,5.21,-5.93,4.73,28.5,4.9,2905,23.41,0.34,48.88,45.44,2.07,2.07,4.13,0,4.82,0,7.57,5.16,0.69,1.03,0.34,1.38,0,0
0119c,to argue,SS,5.8,0.3,1.9,65,0,0,4.5,0.3,1.9,12,1,1.3,0,0.6,1,0.6,0.3,6.5,3.6,0,0.3,343,127.6,63.3,17.9,7.8,5.8,3.6,1,2.9,0,1.9,61.1,1,1.3,26.3,14.3,6.5,0.6,2.6,1.9,1.6,7.8,13.6,2.6,3.9,3.9,10.1,2.3,7.8,14.9,13.3,20.1,0.3,3.9,90.9,9.7,1.3,110.1,9.1,1.6,0,0,0.3,0.3,7.1,3.2,2.3,2.9,0.6,1.6,8.1,5.5,3.9,1.6,2.6,23.7,59.1,4.2,210.5,66.6,27,1.9,0,0,2.9,1.3,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,1.9,2.3,0.3,0.6,0.6,0.3,0,0,0,0.3,0.6,0.3,1.3,2.6,0,0,0,0,0,0,3.9,0.6,0,0.3,0.3,0,8.8,1.6,0.3,10.7,4.9,0,8.8,1.3,0,0.3,0,0,0,0,0,12.3,23.1,4.5,30.5,6.5,1.6,4.5,0,0.3,0.3,0,0,0.6,1,2.9,12.3,4.2,6.8,8.4,2.6,7.5,1.3,0,-18.7,-3.01,5.82,-2.09,6.57,31.5,5.1,3079,26.96,2.6,62.03,17.21,5.85,0.32,9.74,0,3.9,0,9.74,5.85,0.32,3.25,0.65,1.62,0.97,0.32
